2843 29 00;22199-08-2;[4-amino-N-(pyrimidin-2(1H)-ylidene-κN 1)benzenesulfonamidato-κO]silver
2934 99 90;157341-41-8;(2S)-N-[(R)-1-(1,3-benzodioxol-5-yl)butyl]-3,3-diethyl-2-{4-[(4-methylpiperazin-1-yl)carbonyl]phenoxy}-4-oxoazetidine-1-carboxamide
2934 99 90;158512-24-4;(3aS,8aR)-3-[(2R,4S)-2-benzyl-4,5-epoxyvaleryl]-2,2-dimethyl-3,3a,8,8a-tetrahydro-2H-indeno[1,2-d]oxazole
2934 99 90;158878-46-7;6-{(E)-2-[4-(4-fluorophenyl)-2,6-diisopropyl-5-(methoxymethyl)pyridin-3-yl]vinyl}-4-hydroxytetrahydro-2H-pyran-2-one
2934 99 90;160115-08-2;{(E)-3-[(6R,7R)-7-amino-2-carboxylato-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-en-3-yl]allyl}(carbamoylmethyl)(ethyl)methylammonium
2934 99 90;161005-84-1;(S)-N,N-dimethyl-[3-(2-thienyl)-3-(1-naphthyloxy)propyl]amine-phosphoric acid (1:1)
2934 99 90;161599-46-8;(2R,3R,4R,5R)-2-(4-amino-5-fluoro-2-oxopyrimidin-1(2H)-yl)-2-fluoro-5-methyltetrahydrofuran-3,4-diyl diacetate
2934 99 90;163680-80-6;(3S)-10-[1-(acetylamino)cyclopropyl]-9-fluoro-3-methyl-7-oxo-2,3-dihydro-7H-[1,4]oxazino[2,3,4-ij]quinoline-6-carboxylic acid
2934 99 90;164015-32-1;N-methyl-3-(1-naphthyloxy)-2-(2-thienyl)propan-1-amine phosphate
2934 99 90;165172-60-1;1-[(2R,5S)-5-(hydroxymethyl)-2,5-dihydrofuran-2-yl]-5-methylpyrimidine-2,4(1H,3H)-dione-1-methylpyrrolidin-2-one (1:1)
2934 99 90;166964-09-6;4-chloro-3-methyl-1,2-oxazol-5-amine
2934 99 90;167304-98-5;methyl (4S,7S,10aS)-4-amino-5-oxooctahydro-7H-pyrido[2,1-b][1,3]thiazepine-7-carboxylate
2934 99 90;168828-81-7;benzyl (3-fluoro-4-morpholinophenyl)carbamate
2934 99 90;170985-86-1;1-[(2S,3S)-2-(benzyloxy)pentan-3-yl]-4-(4-{4-[4-({(3R,5R)-5-(2,4-difluorophenyl)-5-[(1H-1,2,4-triazol-1-yl)methyl]tetrahydrofuran-3-yl}methoxy)phenyl]piperazin-1-yl}phenyl)-1H-1,2,4-triazol-5(4H)-one
2934 99 90;171482-05-6;(2R,3S)-2-{(1R)-1-[3,5-bis(trifluoromethyl)phenyl]ethoxy}-3-(4-fluorophenyl)morpholine hydrochloride
2934 99 90;175712-02-4;[(3S,5S)-5-(2,4-difluorophenyl)-5-(1H-1,2,4-triazol-1-ylmethyl)tetrahydrofuran-3-yl]methyl 4-chlorobenzenesulfonate
2934 99 90;176773-87-8;(3R)-3-(methoxymethyl)-7-(4,4,4-trifluorobutoxy)-3,3a,4,5-tetrahydro[1,3]oxazolo[3,4-a]quinolin-1-one
2934 99 90;177575-17-6;(S)-N-{5-[2-(2-amino-4-oxo-4,6,7,8-tetrahydro-1H-pyrimido[5,4-b][1,4]thiazin-6-yl)ethyl}-2-thenoyl]-L-glutamic acid
2934 99 90;177575-19-8;diethyl N-{5-[2-((6S)-2-amino-4-oxo-4,6,7,8-tetrahydro-3H-pyrimido[5,4-b][1,4]thiazin-6-yl)ethyl]-2-thenoyl}-L-glutamate
2934 99 90;177587-08-5;N-{5-[2-((6S)-2-amino-4-oxo-3,4,5,6,7,8-hexahydropyrido[2,3-d]pyrimidin-6-yl)ethyl]-4-methylthiophene-2-carbonyl}-L-glutamic acid
2934 99 90;178357-37-4;(5aR,11bS)-9,10-dimethoxy-2-propyl-4,5,5a,6,7,11b-hexahydrobenzo[f]thieno[2,3-c]quinoline hydrochloride
2934 99 90;181640-09-5;3-(1-{2-[4-benzoyl-2-(3,4-difluorophenyl)morpholin-2-yl]ethyl}-4-phenylpiperidin-4-yl)-1,1-dimethylurea hydrochloride
2934 99 90;181696-73-1;5-methyl-3,4-diphenyl-4,5-dihydroisoxazol-5-ol
2934 99 90;182133-09-1;6-(benzyloxy)-3-bromo-2-(4-methoxyphenyl)-1-benzothiophene 1-oxide
2934 99 90;183433-66-1;[6-chloro-4-(2-ethyl-1,3-dioxolan-2-yl)-2-methoxypyridin-3-yl]methanol
2934 99 90;183434-04-0;tert-butyl (4S)-4-ethyl-4,6-dihydroxy-3,10-dioxo-3,4,8,10-tetrahydro-1H-pyrano[3,4-f]indolizine-7-carboxylate
2934 99 90;185835-97-6;(5S)-5-(methoxymethyl)-3-[6-(4,4,4-trifluorobutoxy)-1,2-benzoxazol-3-yl]-1,3-oxazolidin-2-one
2934 99 90;186256-67-7;(3S,10R,13Z,16S)-10-(3-chloro-4-methoxybenzyl)-3-isobutyl-6,6-dimethyl-16-[(1S)-1-((2R,3R)-3-phenyloxiran-2-yl)ethyl]-1,4-dioxa-8,11-diazacyclohexadec-13-ene-2,5,9,12-tetrone
2934 99 90;186348-69-6;7-chloro-8-[((2R)-1,4-diazabicyclo[2.2.2]octan-2-yl)methylamino]-2,3-dihydro-1,4-benzodioxine-5-carboxamide
2934 99 90;186521-38-0;ethyl 5-[(3R)-4-(tert-butoxycarbonylamino)-3-hydroxybutyl]thiophene-2-carboxylate
2934 99 90;186521-39-1;ethyl 5-[(3R)-4-(tert-butoxycarbonylamino)-3-(mesyloxy)butyl]thiophene-2-carboxylate
2934 99 90;186521-40-4;ethyl 5-[(3S)-3-(acetylthio)-4-(tert-butoxycarbonylamino)butyl]thiophene-2-carboxylate
2934 99 90;186521-41-5;dimethyl 2-[(S)-1-(tert-butoxycarbonylaminomethyl)-2-(5-ethoxycarbonyl-2-thienyl)propylthio]malonate
2934 99 90;186521-42-6;methyl (S)-6-{2-[5-ethoxycarbonyl)-2-thienyl]ethyl}-3-oxo-1,4-thiazinane-2-carboxylate
2934 99 90;186521-44-8;ethyl (6S)-5-[2-(2-amino-4-oxo-4,6,7,8-tetrahydro-3H-pyrimido[5,4-b][1,4]thiazin-6-yl)ethyl]thiophene-2-carboxylate
2934 99 90;186521-45-9;(6S)-5-[2-(2-amino-4-oxo-4,6,7,8-tetrahydro-3H-pyrimido[5,4-b][1,4]thiazin-6-yl)ethyl]thiophene-2-carboxylic acid
2934 99 90;188016-51-5;methyl N-(butoxycarbonyl)-3-{[(5R)-3-(4-cyanophenyl)-4,5-dihydroisoxazol-5-yl]acetamido}-L-alaninate
2934 99 90;189028-95-3;(4S)-3-[(5R)-5-(4-fluorophenyl)-5-hydroxypentanoyl]-4-phenyl-1,3-oxazolidin-2-one
2934 99 90;191023-43-5;5-(8-amino-7-chloro-2,3-dihydro-1,4-benzodioxin-5-yl)-3-(1-phenethylpiperidin-4-yl)-1,3,4-oxadiazol-2(3H)-one
2934 99 90;192049-49-3;4-nitrobenzyl 2-((1R,5R)-3-benzyl-7-oxo-4-thia-2,6-diazabicyclo[3.2.0]hept-2-en-6-yl)-3-methylbut-2-enoate
2934 99 90;194861-99-9;((5S)-3-tert-butyl-2-phenyl-1,3-oxazolidin-5-yl)methanol
2934 99 90;195708-14-6;(2R,3R,4S)-4-(1,3-benzodioxol-5-yl)-3-(ethoxycarbonyl)-2-(4-methoxyphenyl)pyrrolidinium (2S)-hydroxy(phenyl)acetate
2934 99 90;197897-11-3;1-[((7R)-7-amino-4-carboxy-3,4-didehydrocepham-3-yl)methyl]-1H-imidazo[1,2-b]pyridazin-4-ium iodide
2934 99 90;199327-61-2;7-methoxy-6-(3-morpholinopropoxy)quinazolin-4(3H)-one
2934 99 90;208337-82-0;ethyl 5-(but-3-enyl)thiophene-2-carboxylate
2934 99 90;208337-83-1;ethyl 5-[(3R)-3,4-dihydroxybutyl]thiophene-2-carboxylate
2934 99 90;208337-84-2;ethyl 5-[(3R)-4-amino-3-hydroxybutyl]thiophene-2-carboxylate
2934 99 90;220099-91-2;(2R)-3′H-spiro[4-azabicyclo[2.2.2]octane-2,2′-furo[2,3-b]pyridine]
2934 99 90;220100-81-2;(2R)-3′H-spiro[4-azabicyclo[2.2.2]octane-2,2′-furo[2,3-b]pyridine] (S,S)-2,3-dihydroxybutanedioate
2934 99 90;221054-70-2;(5R)-5-ethyl-5-hydroxy-1,4,5,8-tetrahydrooxepino[3,4-c]pyridine-3,9-dione
2934 99 90;223570-85-2;8-methyl-8-azabicyclo[3.2.1]octan-3-yl 2,3-dihydropyrazolo[1,5,4-de][1,4]benzoxazine-6-carboxylate
2934 99 90;223595-20-8;(1R)-5-(1,3,6,2-dioxazaborocan-2-yl)-1-methyl-2-tritylisoindoline
2934 99 90;227029-27-8;2-(5-methyl-2-phenyl-1,3-oxazol-4-yl)ethyl methanesulfonate
2934 99 90;227625-35-6;3-{[2-(aminomethyl)cyclohexyl]methyl}-1,2,4-oxadiazol-5(4H)-one
2934 99 90;227626-65-5;tert-butyl N-methyl-N-{2-[(5-oxo-4,5-dihydro-1,2,4-oxadiazol-3-yl)methyl]cyclohexyl}carbamate
2934 99 90;227626-75-7;3-{[2-(aminomethyl)cyclohexyl]methyl}-1,2,4-oxadiazol-5(4H)-one hydrochloride
2934 99 90;229336-92-9;3-chloro-N-{4-chloro-2-[(5-chloropyridin-2-yl)carbamoyl]-6-methoxyphenyl}-4-{[2-(methylamino)imidazol-1-yl]methyl}thiophene-2-carboxamide
2934 99 90;229340-73-2;3-chloro-N-{4-chloro-2-[(5-chloropyridin-2-yl)carbamoyl]-6-methoxyphenyl}-4-{[2-(methylamino)imidazol-1-yl]methyl}thiophene-2-carboxamide trifluoroacetate
2934 99 90;252317-48-9;{(3S)-1-[1-(2,3-dihydro-1-benzofuran-5-yl)ethyl]pyrrolidin-3-yl}diphenylacetonitrile
2934 99 90;253450-09-8;6-({2-[4-(4-fluorobenzyl)piperidin-1-yl]ethyl}sulfinyl)-1,3-benzoxazol-2(3H)-one
2934 99 90;253450-12-3;6-{[2-(4-benzylpiperidin-1-yl)ethyl]sulfinyl}-1,3-benzoxazol-2(3H)-one
2934 99 90;265121-04-8;(3-{[(2R,3S)-2-{(1R)-1-[3,5-bis(trifluoromethyl)phenyl]ethoxy}-3-(2-fluorophenyl)morpholin-4-yl]methyl}-5-oxo-2,5-dihydro-1H-1,2,4-triazol-1-yl)phosphonic acid-1-deoxy-1-(methylamino)-D-glucitol (1:2)
2934 99 90;287737-72-8;(2S)-hydroxy(phenyl)acetic acid-(1S)-3-(dimethylamino)-1-(2-thienyl)propan-1-ol (1:1) (salt)
2934 99 90;287930-73-8;4-benzyl-2-hydroxymorpholin-3-one
2934 99 90;287930-75-0;(2R)-4-benzyl-2-{(1R)-1-[3,5-bis(trifluoromethyl)phenyl]ethoxy}morpholin-3-one
2934 99 90;345217-03-0;2-[(2S,3S)-2-(benzyloxy)pentan-3-yl]-4-(4-{4-[4-({(3R,5R)-5-(2,4-difluorophenyl)-5-[(1H-1,2,4-triazol-1-yl)methyl]tetrahydrofuran-3-yl}methoxy)phenyl]piperazin-1-yl}phenyl)semicarbazide
2934 99 90;356782-84-8;3-oxo-4-(β-D-ribofuranosyl)-3,4-dihydropyrazine-2-carboxamide
2934 99 90;362543-73-5;DNA, d(P-thio) (C-T-A-G-A-T-T-T-C-C-C-G-C-G), tridecasodium salt
2934 99 90;376608-74-1;2-{[(3aR,4S,6R,6aS)-6-{[5-amino-6-chloro-2-(propylsulfanyl)pyrimidin-4-yl]amino}-2,2-dimethyltetrahydro-3aH-cyclopenta[d][1,3]dioxol-4-yl]oxy}ethanol
2934 99 90;388082-75-5;5-[4-[[3-chloro-4-[(3-fluorophenyl)methoxy]phenyl]amino]-6-quinazolinyl]-2-furancarboxaldehyde-4-methylbenzenesulfonate (1:1)
2934 99 90;390800-88-1;N,N′,N″-(boroxin-2,4,6-triyltris{[(1S)-3-methylbutane-1,1-diyl]imino[(2S)-1-oxo-3-phenylpropane-1,2-diyl]})tripyrazine-2-carboxamide
2934 99 90;452339-73-0;(5R)-5-(2,2-dimethyl-4H-1,3-benzodioxin-6-yl)-1,3-oxazolidin-2-one
2934 99 90;474554-48-8;2-bromo-1-[3-tert-butyl-4-methoxy-5-(morpholin-4-yl)phenyl]ethanone
2934 99 90;475480-88-7;4-[2-(5-methyl-2-phenyl-1,3-oxazol-4-yl)ethoxy]-1-benzothiophene-7-carbaldehyde
2934 99 90;499785-81-8;3-oxo-4-(2,3,5-tri-O-acetyl-β-D-ribofuranosyl)-3,4-dihydropyrazine-2-carboxamide
2934 99 90;503068-36-8;(5R)-3-(6-{2-[(2,6-dichlorobenzyl)oxy]ethoxy}hexyl)-5-(2,2-dimethyl-4H-1,3-benzodioxin-6-yl)-1,3-oxazolidin-2-one
2934 99 90;519187-97-4;1-[3-(2-benzo[b]thien-5-ylethoxy)propyl]-3-azetidinol-(2Z)-2-butenedioate (1:1)
2934 99 90;519188-42-2;3-[2-(1-benzothiophen-5-yl)ethoxy]propionic acid
2934 99 90;519188-55-7;3-[2-(1-benzothiophen-5-yl)ethoxy]-1-(3-hydroxyazetidin-1-yl)propan-1-one
2934 99 90;521266-46-6;(2S)-1-{N-[2-(5-methyl-2-phenyl-1,3-oxazol-4-yl)ethyl]glycyl}pyrrolidine-2-carbonitrile
2934 99 90;530141-72-1;3-(5-{[4-(cyclopentyloxy)-2-hydroxyphenyl]carbonyl}-2-[(3-hydroxy-1,2-benzoxazol-6-yl)methoxy]phenyl)propanoic acid
2934 99 90;630100-90-2;(1R)-1,2-anhydro-4-C-{(1E,3E)-4-[(1S,2S,3E,5R,6R,9R)-5-(1-carboxylato-4-cycloheptylpiperazin-2-yl)-6,9-dihydroxy-2,6-dimethyl-11-oxooxacyclododec-3-en-1-yl]penta-1,3-dien-1-yl}-3,5-dideoxy-1-[(2R,3S)-3-hydroxypentan-2-yl]-D-erythropentitol
2934 99 90;635724-55-9;(2S)-2-[(S)-(2-ethoxyphenoxy)phenylmethyl]morpholine succinate
2934 99 90;649761-25-1;methyl N-{4-[2-(5-methyl-2-phenyl-1,3-oxazol-4-yl)ethoxy]benzyl}glycinate hydrochloride
2934 99 90;655233-39-3;4-nitrobenzyl (6R,7R)-7-amino-8-oxo-3-[(2S)-tetrahydrofuran-2-yl]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate hydrochloride
2934 99 90;655233-39-9;4-nitrobenzyl (7R)-7-amino-3-((2S)-tetrahydrofuran-2-yl)-3,4-didehydrocepham-4-carboxylate hydrochloride
2934 99 90;663603-70-1;(2Z)-3-(methylamino)-1-(2-thienyl)prop-2-en-1-one
2934 99 90;665058-78-6;DNA, d(T-sp-C-G-sp-T-sp-C-G-sp-T-sp-T-sp-T-sp-T-sp-G-sp-A-sp-C-G-sp-T-sp-T-sp-T-sp-T-sp-G-sp-T-sp-C-G-sp-T-sp-T)
2934 99 90;690270-65-6;(2R,3S,4R)-5-(4-amino-2-oxopyrimidin-1(2H)-yl)-2-azido-2-{[(2-methylpropanoyl)oxy]methyl}tetrahydrofuran-3,4-diyl bis(2-methylpropanoate) hydrochloride
2934 99 90;710281-33-7;2-({[(1R,3S)-3-{[2-(3-methoxyphenyl)-5-methyl-1,3-oxazol-4-yl]methoxy}cyclohexyl]oxy}methyl)-6-methylbenzoic acid
2934 99 90;744239-10-9;DNA, d(P-thio) (G-A-T-C-C-G-C-G-G-G-A-A-A-T), tridecasodium salt
2934 99 90;753015-42-8;3-{(E)-2-[(3R)-pyrrolidin-3-yl]ethenyl}-5-(tetrahydro-2H-pyran-4-yloxy)pyridine
2934 99 90;812647-80-6;{(2R,3S,4R,5R)-2-azido-5-(2,4-dioxo-3,4-dihydropyrimidin-1(2H)-yl)-3,4-bis[(phenylcarbonyl)oxy]tetrahydrofuran-2-yl}methyl 3-chlorobenzoate
2934 99 90;871484-32-1;4-[4-({3-[(4-deoxy-4-fluoro-b-D-glucopyranosyl)oxy]-5-(propan-2-yl)-1H-pyrazol-4-yl}methyl)phenyl]-N-[1,3-dihydroxy-2-(hydroxymethyl)propan-2-yl]butanamide
2934 99 90;872728-82-0;N-[4-(5-oxo-4,5-dihydro-1,2,4-oxadiazol-3-yl)phenyl]glycine
2934 99 90;877130-28-4;(6R)-6-cyclopentyl-6-[2-(2,6-diethylpyridin-4-yl)ethyl]-3-[(5,7-dimethyl[1,2,4]triazolo[1,5-a]pyrimidin-2-yl)methyl]-4-hydroxy-5,6-dihydro-2H-pyran-2-one
2934 99 90;888504-28-7;potassium 5-methyl-1,3,4-oxadiazole-2-carboxylate
2934 99 90;893428-72-3;N-(5-chloro-1,3-benzodioxol-4-yl)-7-[2-(4-methyl-1-piperazinyl)ethoxy]-5-[(tetrahydro-2H-pyran-4-yl)oxy]-4-quinazolinamine-(2E)-2-butenedioate (1:2)
2934 99 90;913695-00-8;2-[({4-[(2,2-dimethyl-1,3-dioxan-5-yl)methoxy]-3,5-dimethylpyridin-2-yl}methyl)sulfinyl]-1H-benzimidazole, sodium salt (1:1)
2934 99 90;923591-06-4;methyl (5R,7S,10S)-10-tert-butyl-15,15-dimethyl-3,9,12-trioxo-6,7,9,10,11,12,14,15,16,17,18,19-dodecahydro-1H,5H-2,23:5,8-dimethano-4,13,2,8,11-benzodioxatriazacyclohenicosine-7(3H)-carboxylate
2934 99 90;947408-94-8;6-methyl-2-trityl-1,2-benzoxazol-3(2H)-one
2934 99 90;947408-95-9;6-(bromomethyl)-2-triphenylmethyl-1,2-benzisoxazol-3(2H)-one
2934 99 90;947409-01-0;methyl 3-[5-[4-(cyclopentyloxy)-2-hydroxybenzoyl]-2-[(2-triphenylmethyl-1,2-benzisoxazol-3(2H)-on-6-yl)methoxy]phenyl]propionate
2934 99 90;1001859-46-6;DNA (synthetic plasmid vector pCOR human interferon beta signal peptide fusion protein with 21-154-human acidic fibroblast growth factor-specifying)
2934 99 90;1029716-44-6;1-(1-ethoxyethyl)-4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-1H-pyrazole
2935 90 90;0-00-0;2-(cyclohexylmethyl)-N-{2-[(2S)-1-methylpyrrolidin-2-yl]ethyl}-1,2,3,4-tetrahydroisoquinoline-7-sulfonamide di[(2E)-but-2-enedioate] hydrate
2935 90 90;121-30-2;4-amino-6-chlorobenzene-1,3-disulfonamide
2935 90 90;6292-59-7;4-tert-butylbenzenesulfonamide
2935 90 90;1853127;5-amino-2-methylbenzenesulfonamide
2935 90 90;16673-34-0;N-(2-(4-sulfamoyl)phenyl)ethyl-5-chloro-2-methoxybenzamide
2935 90 90;17852-52-7;4-hydrazonobenzenesulfonamide hydrochloride
2935 90 90;22663-37-2;1-(4-chlorobenzenesulfonyl)urea
2935 90 90;24310-36-9;1-[(4-methylphenyl)sulfonyl]-1,2,3,4-tetrahydro-5H-1-benzazepin-5-one
2935 90 90;33045-52-2;methyl 5-sulfamoyl-o-anisate
2935 90 90;33288-71-0;5-methyl-N-[4-(sulfamoyl)phenethyl]pyrazine-2-carboxamide
2935 90 90;39570-96-2;(2R)-3-(benzylsulfanyl)-N-[(2S)-1-{[(2S,3S)-1-hydrazinyl-3-methyl-1-oxopentan-2-yl]amino}-3-(4-hydroxyphenyl)-1-oxopropan-2-yl]-2-{[(4-methylphenyl)sulfonyl]amino}propanamide
2935 90 90;66644-80-2;3-methoxy-5-sulfamoyl-o-anisic acid
2935 90 90;81880-96-8;N-(4-hydrazinobenzyl)methanesulfonamide hydrochloride
2935 90 90;84522-34-9;sodium 4-[2-(5-methylpyrazine-2-carboxamido)ethyl]benzenesulfonamide
2935 90 90;88918-84-7;4-aminobenzyl-N-methylmethanesulfonamide hydrochloride
2935 90 90;88919-22-6;3-(2-aminoethyl)-N-methylindol-5-ylmethanesulfonamide
2935 90 90;88933-16-8;1-(4-hydrazinophenyl)-N-methylmethanesulfonamide hydrochloride
2935 90 90;100632-57-3;4-[(4-mesylamino)phenyl]-4-oxobutyric acid
2935 90 90;105951-31-3;5,6-dihydro-4-oxo-4H-thieno[2,3-b]thiine-2-sulfonamide
2935 90 90;105951-35-7;5,6-dihydro-4-oxo-4H-thieno[2,3-b]thiine-2-sulfonamide 7,7-dioxide
2935 90 90;106820-63-7;methyl 3-[(methoxycarbonylmethyl)sulfamoyl]thiophene-2-carboxylate
2935 90 90;112101-81-2;5-[(R)-(2-aminopropyl)]-2-methoxybenzenesulfonamide
2935 90 90;120298-38-6;N-(5,6-dihydro-6-methyl-2-sulfamoyl-4H-thieno[2,3-b]thiopyran-4-yl)acetamide 7,7-dioxide
2935 90 90;123664-84-6;N-(5-methoxy-2-phenoxyphenyl)methanesulfonamide
2935 90 90;137431-02-8;N-[3-(2-amino-1-hydroxyethyl)-4-fluorophenyl]methanesulfonamide
2935 90 90;141430-65-1;N-[2-(4-hydroxyanilino)pyridin-3-yl]-4-methoxybenzene-1-sulfonamide
2935 90 90;141450-48-8;N-{2-[(4-hydroxyphenyl)amino]pyridin-3-yl}-4-methoxybenzenesulfonamide hydrochloride
2935 90 90;147200-03-1;N-[(4S,6S)-6-methyl-7,7-dioxo-2-sulfamoyl-5,6-dihydro-4H-thieno[2,3-b]thiopyran-4-yl]acetamide
2935 90 90;149456-98-4;N-[4-(N-formylglycyl)-5-methoxy-2-phenoxyphenyl]methanesulfonamide
2935 90 90;149457-03-4;N-[4-(N-formylglycyl)-5-hydroxy-2-phenoxyphenyl]methanesulfonamide
2935 90 90;149490-60-8;N-(butane-1-sulfonyl)-L-tyrosine
2935 90 90;149490-61-9;N-(butane-1-sulfonyl)-O-(4-pyridin-4-ylbutyl)-L-tyrosine
2935 90 90;150975-95-4;5-methanesulfonamidoindole-2-carboxylic acid
2935 90 90;151140-66-8;(4-amino-3-iodophenyl)-N-methylmethanesulfonamide
2935 90 90;160231-69-6;(3S)-tetrahydrofuran-3-yl N-[(2S,3R)-3-hydroxy-4-(N-isobutyl-4-nitrobenzene-1-sulfonamido)-1-phenylbutan-2-yl]carbamate
2935 90 90;169280-56-2;4-amino-N-[(2R,3S)-3-amino-2-hydroxy-4-phenylbutyl]-N-isobutylbenzene-1-sulfonamide
2935 90 90;179524-67-5;(S)-2-{3-[(2-fluorobenzyl)sulfonylamino]-2-oxo-2,3-dihydro-1-pyridyl}-N-(1-formyl-4-guanidinobutyl)acetamide
2935 90 90;183556-68-5;(S)-N-{(1S,2R)-3-[(1,3-benzodioxol-5-ylsulfonyl)(isobutyl)amino]-1-benzyl-2-hydroxypropyl}-3,3-dimethyl-2-(sarcosylamino)butyramide
2935 90 90;189814-01-5;3-(2-amino-1-hydroxyethyl)-4-methoxybenzene-1-sulfonamide
2935 90 90;192329-83-2;(3S)-2,2-dimethyl-4-[4-(4-pyridyloxy)phenylsulfonyl]-1,4-thiazinane-3-carboxylic acid
2935 90 90;193686-76-9;7-chloro-1-[(4-methylphenyl)sulfonyl]-1,2,3,4-tetrahydro-5H-1-benzazepin-5-one
2935 90 90;194602-23-8;2-ethoxy-5-[(4-methylpiperazin-1-yl)sulfonyl]benzoic acid
2935 90 90;198470-85-8;N-[4-(5-methyl-3-phenylisoxazol-4-yl)phenylsulfonyl]propionamide, sodium salt
2935 90 90;200575-15-1;4-[2-ethoxy-5-(4-methylpiperazine-1-sulfonyl)benzamido]-1-methyl-3-propylpyrazole-5-carboxamide
2935 90 90;210538-75-3;N-(1,2,3,4-tetrahydroisoquinolin-5-yl)methanesulfonamide hydrochloride
2935 90 90;244634-31-9;N-((2R,3S)-3-amino-2-hydroxy-4-phenylbutyl)-N-isobutyl-4-nitrobenzene-1-sulfonamide hydrochloride
2935 90 90;247582-73-6;2-ethoxy-5-(4-ethylpiperazine-1-sulfonyl]nicotinic acid
2935 90 90;289042-10-0;N-{5-[(diphenylphosphoryl)methyl]-4-(4-fluorophenyl)-6-(propan-2-yl)pyrimidin-2-yl}-N-methylmethanesulfonamide
2935 90 90;289042-12-2;(4R,6S)-6-((E)-2-{4-(4-fluorophenyl)-6-isopropyl-2-[mesyl(methyl)amino]pyrimidin-5-yl}vinyl)-2,2-dimethyl-1,3-dioxan-4-yl 3,3-dimethylbutanoate
2935 90 90;334826-98-1;5-[2-ethoxy-5-(4-ethylpiperazine-1-sulfonyl)pyridin-3-yl]-3-ethyl-2-(2-methoxyethyl)-2,3,4,5,6,7-hexahydropyrazolo[4,3-d]pyrimidin-7-one
2935 90 90;334827-99-5;5-[2-ethoxy-5-(4-ethylpiperazine-1-sulfonyl)pyridin-3-yl]-3-ethyl-2-(2-methoxyethyl)-2,3,4,5,6,7-hexahydropyrazolo[4,3-d]pyrimidin-7-one 4-methylbenzene-1-sulfonate
2935 90 90;334828-19-2;N-[3-carbamoyl-5-ethyl-1-(2-methoxyethyl)pyrazol-4-yl]-2-ethoxy-5-[(4-ethylpiperazin-1-yl)sulfonyl]nicotinamide
2935 90 90;364321-71-1;3-[(dimethylamino)methyl]-4-[4-(methylsulfanyl)phenoxy]benzene-1-sulfonamide
2935 90 90;364323-49-9;3-[(dimethylamino)methyl]-4-[4-(methylsulfanyl)phenoxy]benzene-1-sulfonamide L-tartarate (1:1)
2935 90 90;941690-55-7;3-[(methylsulfonyl)amino]-2-phenyl-N-[(1S)-1-phenylpropyl]quinoline-4-carboxamide
2935 90 90;1198178-65-2;(1R,2R)-1-[(cyclopropylsulfonyl)carbamoyl]-2-ethylcyclopropanaminium 4-methylbenzenesulfonate
2938 90 10;5511-98-8;acetyldigoxin
2938 90 90;81-27-6;sennoside A
2938 90 90;128-57-4;sennoside B
2938 90 90;517-43-1;mixture of sennoside A and B
2938 90 90;8024-48-4;casanthranol
2938 90 90;52730-36-6;sennoside A, calcium salt
2938 90 90;52730-37-7;sennoside B, calcium salt
2938 90 90;104443-57-4;1-O-[O-2-acetamido-2-deoxy-beta-D-galactopyranosyl-(1,4)-O-(N-acetyl-alpha-neuraminosyl)-(2,3)-O-beta-D-galactopyranosyl-(1,4)-beta-D-glucopyranosyl]ceramide
2938 90 90;104443-62-1;1-O-[O-(N-acetyl-alpha-neuraminosyl)-(2,3)-O-[O-beta-D-galactopyranosyl-(1,3)-2-acetamido-2-deoxy-beta-D-galactopyranosyl-(1,4)]-O-beta-D-galactopyranosyl-(1,4)-beta-D-glucopyranosyl]ceramide
2938 90 90;196085-62-8;N-{[(1R,2R)-1-[O-(N-acetyl-alpha-neuraminosyl)-(2,3)-O-2-acetamido-2-deoxy-beta-D-galactopyranosyl-(1,4)-O-beta-D-galactopyranosyl-(1,4)-beta-D-glucopyranosyloxymethyl]-2-hydroxy-3-formylpropyl}stearamide
2938 90 90;52730-36-6, 52730-37-7;mixture of sennoside A and B, calcium salts
2939 11 00;41444-62-6;codeine phosphate hemihydrate
2939 19 00;58-00-4;(6aR)-6-methyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinoline-10,11-diol or apomorphine
2939 19 00;1654280;(RS)-tetrahydropapaverine hydrochloride
2939 19 00;54417-53-7;(R)-1,2,3,4-tetrahydropapaverine hydrochloride
2939 20 00;123599-79-1;[(2-methyl-1-propionyloxypropoxy)(4-phenylbutyl)phosphinoyl]acetic acid-cinchonidine (1:1)
2939 20 00;467430-13-3;2-[2-methyl-1-(propionyloxy)propoxy]-2-[(4-phenylbutyl)phosphinoyl]acetic acid, (9R)-cinchonan-9-ol salt (1:1)
2939 79 00;51-55-8;atropine
2939 79 00;92-13-7;pilocarpine
2939 79 00;477-29-2;colchicoside
2939 79 00;2114454;(4S)-4-ethyl-4-hydroxy-1H-pyrano[3′,4′:6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione
